反馈日期,客户问题,问题描述,客户名称,所属功能,端口,问题类型,处理进度,反馈进度,测试处理状态,Bug状态,测试备注,备注,附件,周
2025/11/14,学生反馈真实考场的有选项填空题的形式不是箭头下滑，而是第二个图的拖拽,雅思阅读/听力的填空题应该是拖拽形式,随心考,答题,学生,功能需求和优化（s）,,,,,,,"c7a8df3895d4e0f7ed97ed284970b5ba.png,eeb83b08ae2215f647527fbed5fd48b1.png",2025W46
2025/11/14,"里面很多句子题的答案都很奇怪，其实学生的答案也是正确的
所以句子题按官方的题来看，应该多一些疑问词的迷惑选项，或者时态这种，7个选项，6个空。
避免这种 语气词，副词位置的选项
口语listen and repeat 官方题目是从 单句7个音节， 到第6 第7句，  19 20 个音节封顶
而 系统里的19套  从第一句开始， 音节数量就 严重超标",新托福题目内容问题,维他,系统题库,老师,功能需求和优化（s）,,,,,,,"f0a82de7787034e975bfda8a67e202e7.png,70b574f4214afc4cf68311b0db7b1f04.png,fac9f202dce865b260b10e796ccee430.png",2025W46
2025/11/14,老师们，像这种单词  我设置好了正确率  想要中间调整也不行是么？只能从头开始,修改单词书正确率/单元解锁要求相关,UCo,单词书,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/14,老师好 请问可以加一个 gre 模考吗,入学模考配置（开放GRE）,维他,入学模考,老师,入学模考配置（t）,已处理,已反馈,,,,,,2025W46
2025/11/14,老师，学生的试听课要排进课表，他没签约的，需把学生录入系统，也需报名吗,试听课学生已经录入系统,托雅猫,试听课,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/14,"2026托福改革新题型13套真题（托福线上6 套模拟题TPO1-6+官方体验日三套）+最开始4套样题
请问一下，这几套是否有收录在题库里呢",新托福官方题目,本心教育,系统题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/14,您好，请问一下这套题目的来源是哪里呀？我们想和现有的手上题目做一个校对和区分，谢谢,小托福题目来源,惟学教育,系统题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/14,何依衡的写作模考，辛苦老师帮忙看下，下载一下测试报告吧。我和学生这边进系统都看不到那套完成的卷子了,入学模考查询,新航道北京,入学模考,销售,查询需求（t）,已处理,已反馈,,,,,,2025W46
2025/11/14,机构题库这边是不是只能自己录入的,机构题库录入试卷,择藤教育,机构题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/14,写作模拟卷第三套的第4题 出于格式原因，下面的选项没有完全显露出来,新托福格式显示问题,上海兰羲,答题,学生,Bug（t）,已处理,已反馈,,,,在ipad上显示不全，会处理,,2025W46
2025/11/14,您好，我的账号用手机小程序登陆显示账号密码错误，但是用电脑可以正常登录是怎么回事呀？密码就是用的手机号后六位,小程序登录不了,图钉教育,小程序,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/14,"老师，前两天我们在沟通现有的 校校PTE 资源应用时，提出了两点运用需求，

1）现阶段的模考都是完整一套卷子，时长超过 2 个小时，测试时间太长，在不改变交叉评分的模式下，如何通过自由组卷缩短时长；

2）PTE 改革后，新增 Respond to a Situation 及 Summarize Group Discussion 两种题型，咱们有同步这个变化的计划吗？",超学PTE单独组卷配置,超级学长,入学模考,老师,入学模考配置（t）,已处理,已反馈,,,,DDL下周三,,2025W46
2025/11/14,Hello，亲，平台的精听可以增加口语综合的音频吗,题目需求,成外,基础训练,老师,题目需求（s）,处理中,,,,,璐璐让俊泽下周跑数据,,2025W46
2025/11/14,老师好，请问对于已经考过的模考测试，当时没有加口语，出分后还能单独加口语部分最后出个总分吗？,跳过的口语测试能否重新组进已经做完的试卷，并且算分,中鼎,结果页,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/14,老师 校校最新网址可以发一下吗,系统网址,新航道杭州,登录,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/14,老师好，能再给我们一份通用验证码么,通用验证码,环球北京,其他,老师,查询需求（t）,已处理,已反馈,,,,,,2025W46
2025/11/14,之前家长手机登录不进去的时候我让他们重新扫描电脑二维码 但是这次扫描二维码也进去不了手机小程序,小程序无法登录,新航道,小程序,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/13,咱们自研的20套新托福模拟题的module有重复的对吧,新托福题目重复,琢思未来,系统题目,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/13,老师早上好，郑州的管理员的账号网址密码我这边都收到了。导入入学模考是找您吗～,入学模考配置疑问,超级学长,入学模考,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/13,老师 我有一个学生 郭树骏已经做完测试啦,入学模考查询,新航道武汉,入学模考,老师,查询需求（t）,已处理,已反馈,,,,,,2025W46
2025/11/13,你好，我想问一下，我排课选的是赠送课时，系统里面会扣学生的课时嘛？,赠送课时疑问,offer me,排课,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/13,老师好，现在的新题库，能自适应吗？还是说需要人工来选题目的？,新托福自适应&批改,星展,系统题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/13,试听排课在课表里，月底算老师总课时，它没显示的,试听课课时统计问题,托雅猫,数据分析,教务,功能操作疑问（s）,已处理,已反馈,,,,未回复,,2025W46
2025/11/13,老师好，请问咱们可以一套托福模考题目用不同tpo中某一篇文章组成一套吗,托福模考组卷,中鼎,布置作业页面,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/13,麻烦老师们帮组一套GMAT入学测试卷[抱拳],GMAT入学模考,超级学长,机构题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/13,我看系统里多了20套新托福2026的套题，请问这20套都是真题吗？还是校校开发的独立题目？如果是真题的，哪套对应哪套你们知道吗？,新托福题源,北京寰语,系统题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/13,"有劳帮忙做一套模考题
托福 TPO16 阅读 passage 2 passage，一片
托福 TPO16 独立写作一道（请注意 是 30 分钟老版的写作 ）",入学模考配置,中鼎,入学模考,老师,入学模考配置（t）,已处理,已反馈,,,,,,2025W46
2025/11/13,20250301真题(上午)/Passage1(The Nile River Valley(重复2022第十套P1)),托福标点,承读教育,系统题目,老师,题目数据问题（t）,已处理,,,,,,,2025W46
2025/11/13,这一篇标点符号可以再检查一下，有的没加，有的加错了。20250906真题/整套/Passage2(The Origin of Flight in Birds),托福标点,承读教育,系统题目,老师,题目数据问题（t）,已处理,,,,,,,2025W46
2025/11/13,下午好，我们的2026新版托福入学模考可否帮我们另外加一下只有阅读和听力两个板块的半套入学模考呢？,入学模考配置,广州翎远,入学模考,老师,入学模考配置（t）,已处理,已反馈,,,,,,2025W46
2025/11/13,请问老师这个账号到期咋回事，怎么处理,学生账号续期,新航道上海,学生账号,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/13,老师们，请问一下，这个是什么情况。雅思新测试。学生怎么都挪不动,雅思匹配题，最下面的选项拖动不到最上面的答题框内,新航道北京,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,eabb11eecfa466b3377cc28ded307fa3.mp4,2025W46
2025/11/13,老师好，请问学生做完入学测试后我这边从销售系统里看不到是为什么呀？,入学模考查询,新航道上海,入学模考,销售,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/13,老师好 麻烦帮忙查一下这个学生的测试成绩 盖浩宾 18735985665 学生做了测试后公池没有显示,入学模考查询,美世教育,入学模考,销售,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/13,播放键既然在那里，点不了，肯定是有问题的，况且网页端的播放键就可以,小程序，逐句精听播放按钮优化,销售,小程序,学生,Bug（t）,已处理,已反馈,,,,11/27 在和技术确认 【优化】小程序，逐句精听播放按钮优化,,2025W46
2025/11/13,你好，这篇科学美国人的逐句精听，18句中填空部分有出现漏词哦，音频前面部分有You know，但填空部分确没有哦，其他的句子也不太清晰，你们可以后台技术再校对一下音频以及填词吗？,精听漏词,洒脱教育,系统题目,老师,题目数据问题（t）,已处理,,,,,,,2025W46
2025/11/13,学生做完托福测试，说系统很卡。,答题卡顿,新航道北京,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/13,麻烦空的时候帮忙看下，学生坚持说做了,学生答题了没有数据（估计是作业看错了）,山湫,答题,学生,使用问题（t）,已处理,已反馈,,,,技术查看未处理：11/13看的时候没有记录，11/14已经变成已完成状态了,,2025W46
2025/11/13,学生反应校校经常登不上去，显示账号密码错误,小程序无法登陆,新航道北京,小程序,学生,功能操作疑问（s）,已处理,已反馈,,,,未回复,,2025W46
2025/11/13,老师，请问这个账号截止时间怎么延长呀,学生账号续期,新航道石家庄,学生账号,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/13,老师们 这个新上线的雅思题目 是机考的真题吗,雅思题源疑问,ThinkAlike,系统题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/13,你好，二位老师，给学生买错卡了，现在要重新购买299的卡，怎么操作一下,非VIP转VIP账号方法,爱英格知,学生账号,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/13,这个半套 雅思题型全面呢,入学模考题目疑问,新航道上海,入学模考,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/12,老师 学生反映：系统内托福口语录不上,ipad录音提示未能正常开启,亦诺国际,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/12,学生账号登录不上了,小程序登录问题,秒懂,小程序,学生,功能操作疑问（s）,已处理,已反馈,,,,小程序登录问题要看下怎么优化，目前出现比较频繁：1. 修改微信公众号的提示；2. 修改网页端，让学生先扫小程序再扫微信,,2025W46
2025/11/12,咱们的系统每次我回家就登不上了,更换网络环境以后无法正常登录系统,新航道北京,登录,老师,功能操作疑问（s）,已处理,已反馈,,,,已二次,,2025W46
2025/11/12,题目不能直接download，复制粘贴功能关闭了吗,题库界面没有做限制，正常都是可以复制粘贴的,新航道杭州,题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/12,老师，请问老生校校账号已到期，再次续期可以重新选择是续VIP账号还是非VIP账号吗,续费转为非VIP账号,北外,学生账号,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/12,老师们，想问下系统的单词测试，逾期的单词电脑端可以永久测试，小程序手机端逾期的单词能测试的有效期是多久啊？,单词作业逾期是否可以做（小程序）,硕果国际,小程序,学生,使用问题（t）,已处理,已反馈,,,,技术查看未处理,,2025W46
2025/11/12,老师，在教学部门老师定好了一份PTE测试卷后，如何同步给前端顾问同事，方便其对未报名的学生发测试卷呢，这个操作如何进行,如何推送入学模考,超级学长,入学模考,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/12,上海超级学长 PTE 入学测试模拟,入学模考配置,超级学长,入学模考,老师,入学模考配置（t）,已处理,已反馈,,,,,,2025W46
2025/11/12,老师您好，我是超级学长郑州校区的负责人，想问下郑州的网址和账号数量，还有教务账号的情况,超学内部情况,超级学长,其他,教务,其他,已处理,已反馈,,,,,,2025W46
2025/11/12,学生雅思听力做到一半为什么没有声音了,音频没有声音,深圳洛课,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/12,您好，我想问一下今天学生反馈了，说新托福口语没声音，是新托福这个模块还在更新么,音频没有声音,通藤,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
2025/11/12,您好 请问ACT的题目 英语部分是少题了吗 系统上只有50题 但试卷上有75题 或是有改革？,ACT题目数量疑问,守壹私塾,系统题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2025W46
